Date,Description,Original Description,Category,Amount,Status
2025-08-27,"Defense Finance and Accounting Service","DFAS-CLEVELAND   ALLOTMENT  ***********2248",Paycheck,500.00,Posted
2025-08-26,"Burger King","BURGER KING #2019        https://prod.NY",Fast Food,-16.10,Posted
2025-08-25,"Pizza Hut","PIZZA HUT 041764         https://ipchaNY",Fast Food,-17.82,Posted
2025-08-22,"Sonic","SONIC DRIVE IN #6120     817-428-2077 NY",Fast Food,-31.00,Posted
2025-08-21,"TJX Rewards Credit Card","TJX Rew MstrCRD  SYF PAYMNT ***********1748",Credit Card Payment,-89.00,Posted
2025-08-21,"Burger King","BURGER KING #1416        https://prod.NY",Fast Food,-23.53,Posted
2025-08-21,"Regal Cinemas","REGAL CINEMAS INC        877-835-5734 TN",Movies & Dvds,-1.50,Posted
2025-08-20,"New York State Electric & Gas","NYSEG            WEB_PAY    ***********1925",Utilities,-1252.36,Posted
2025-08-20,"Amazon","AMAZON MKTPL*304AZ5363   Amzn.com/billWA",Shopping,-21.58,Posted
2025-08-20,"Amazon","AMAZON MKTPL*WF50I2HN3   Amzn.com/billWA",Shopping,-14.03,Posted
2025-08-20,"Amazon","AMAZON MKTPL*PB8M80ZW3   Amzn.com/billWA",Shopping,-14.03,Posted
2025-08-20,"Amazon","AMAZON MKTPL*5M7CI7F73   Amzn.com/billWA",Shopping,-13.94,Posted
2025-08-19,"USAA Loan Payment","USAA LOAN PAYMENT",Financial,-1087.76,Posted
2025-08-19,"Amazon","AMAZON MKTPL*Q14I81NF3   Amzn.com/billWA",Shopping,-65.35,Posted
2025-08-19,"Amazon","AMAZON MKTPL*KY7GO6PQ3   Amzn.com/billWA",Shopping,-26.98,Posted
2025-08-19,"Amazon","AMAZON MKTPL*QA7ZY5963   Amzn.com/billWA",Shopping,-11.78,Posted
2025-08-19,"Amazon","AMAZON MKTPL*AQ4P00CS3   Amzn.com/billWA",Shopping,-11.78,Posted
2025-08-18,"Amazon","AMAZON MKTPL*WW54F94N3   Amzn.com/billWA",Shopping,-90.58,Posted
2025-08-18,"Regal Cinemas","REGALCINEMASUNLIMITED    877-835-5734 TN",Movies & Dvds,-24.49,Posted
2025-08-18,"Regal Cinemas","REGALCINEMASUNLIMITED    877-835-5734 TN",Movies & Dvds,-24.49,Posted
2025-08-18,"Walmart+","WMT PLUS Aug 2025        800-966-6546 AR",Shopping,-13.99,Posted
2025-08-18,"Regal Cinemas","REGAL CINEMAS INC        877-835-5734 TN",Movies & Dvds,-1.00,Posted
2025-08-18,"Social Security","SSA  TREAS 310   XXSOC SEC  *********** SSA",Income,3025.00,Posted
2025-08-14,"Interest Paid","INTEREST PAID",Interest Income,0.01,Posted
2025-08-14,"AT&T","ATT              PAYMENT    ***********PAYZ",Bills & Utilities,-242.70,Posted
2025-08-13,"Defense Finance and Accounting Service","DFAS-CLEVELAND   ALLOTMENT  ***********2248",Paycheck,500.00,Posted
2025-08-12,"Brooks Brothers","BROOKS BROTHERS 06719    SYRACUSE     NY",Clothing,-309.08,Posted
2025-08-12,"Peacock TV","PAYPAL *PEACOCKTVLL D91  402-935-7733 NY",Television,-13.99,Posted
2025-08-11,"Pai ATM","PAI ATM                  SYRACUSE     NY",Cash,-213.50,Posted
2025-08-11,"Burger King","BURGER KING #2019        https://prod.NY",Fast Food,-20.27,Posted
2025-08-11,"Burger King","BURGER KING #2019        https://prod.NY",Fast Food,-7.32,Posted
2025-08-11,"ATM Fee Rebate","ATM REBATE",Atm Fee,3.50,Posted
2025-08-08,"Pizza Hut","PIZZA HUT 041764         https://ipchaNY",Fast Food,-31.31,Posted
2025-08-07,"Burger King","BURGER KING #2019        https://prod.NY",Fast Food,-11.76,Posted
2025-08-07,"TJ Maxx","TJMAXX #0770             VESTAL       NY",Clothing,50.93,Posted
2025-08-06,"HomeGoods","HOMEGOODS #214           VESTAL       NY",Furnishings,-399.95,Posted
2025-08-06,"HomeGoods","HOMEGOODS #214           VESTAL       NY",Furnishings,-264.03,Posted
2025-08-06,"Sonic","SONIC DRIVE IN #6120     817-428-2077 NY",Fast Food,-30.78,Posted
2025-08-06,"Sonic","SONIC DRIVE IN #6120     817-428-2077 NY",Fast Food,-10.00,Posted
2025-08-05,"Speedway","SPEEDWAY 44976           VESTAL       NY",Gas,-51.48,Posted
2025-08-05,"Target","TARGET        00010561   VESTAL       NY",Shopping,27.56,Posted
2025-08-04,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********3118",Credit Card Payment,-250.00,Posted
2025-08-04,"Target","TARGET        00010561   VESTAL       NY",Shopping,-220.75,Posted
2025-08-04,"Red Lobster","RED LOBSTER 0180         VESTAL       NY",Restaurants,-140.34,Posted
2025-08-04,"Sonic","SONIC DRIVE IN #6120     817-428-2077 NY",Fast Food,-31.89,Posted
2025-08-04,"Burger King","BURGER KING #2019        https://prod.NY",Fast Food,-25.16,Posted
2025-08-04,"Patreon","Patreon Patreon* Membershwww.patreon.cCA",Entertainment,-22.00,Posted
2025-08-04,"Disney+","PAYPAL *DISNEY PLUS      402-935-7733 CA",Television,-19.99,Posted
2025-07-31,"Bonnie's","SQ *BONNIE'S             GREENE       NY",Restaurants,-42.89,Posted
2025-07-30,"Cara Elizabeth Inc","WP*Cara Elizabeth INC    Brooklyn     NY",Spa & Massage,-33.00,Posted
2025-07-30,"discovery+","discovery+               012-3456789  TN",Television,-9.99,Posted
2025-07-30,"Defense Finance and Accounting Service","DFAS-CLEVELAND   ALLOTMENT  ***********2248",Paycheck,500.00,Posted
2025-07-29,"Burger King","BURGER KING #1416        https://prod.NY",Fast Food,-20.37,Posted
2025-07-29,"Regal Cinemas","REGAL CINEMAS INC        877-835-5734 TN",Movies & Dvds,-1.50,Posted
2025-07-29,"NYSLRS Pension","NYSLRS           PENSION PR ***********8722",Income,644.97,Posted
2025-07-28,"Red Lobster","RED LOBSTER 0180         VESTAL       NY",Restaurants,-157.33,Posted
2025-07-28,"Amazon Prime Membership","AMAZON PRIME*N18IL12J2   888-802-3080 WA",Shopping,-19.99,Posted
2025-07-25,"Amazon","AMAZON MKTPL*722MJ8PY3   Amzn.com/billWA",Shopping,-79.92,Posted
2025-07-25,"Amazon","AMAZON MKTPL*7P6OQ5WZ3   Amzn.com/billWA",Shopping,-9.71,Posted
2025-07-24,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-205.19,Posted
2025-07-24,"Amazon","Amazon.com*DZ60G9333     Amzn.com/billWA",Shopping,-30.36,Posted
2025-07-23,"Walmart","Walmart.com              Bentonville  AR",Shopping,-54.43,Posted
2025-07-23,"Burger King","BURGER KING #1416        https://prod.NY",Fast Food,-12.27,Posted
2025-07-22,"Walmart","WM SUPERCENTER #         NORWICH      NY",Shopping,-275.02,Posted
2025-07-21,"Sunoco","SUNOCO 0267244200        ROSCOE       NY",Gas,-65.75,Posted
2025-07-21,"Burger King","BURGER KING #13136       https://prod.NY",Fast Food,-12.87,Posted
2025-07-21,"Burger King","BURGER KING #1416        https://prod.NY",Fast Food,-11.58,Posted
2025-07-21,"Dunkin'","DUNKIN #347587 Q35       207-797-7600 NY",Coffee Shops,-9.81,Posted
2025-07-21,"Dunkin' & Baskin-Robbins","DD/BR #344580 Q35        ORANGEBURG   NY",Food & Dining,-8.87,Posted
2025-07-21,"Yellow Lot","JFK YELLOW LOT           JAMAICA      NY",Parking,-6.00,Posted
2025-07-21,"Parking Kiosk","PARKING KIOSK            BINGHAMTON   NY",Parking,-3.00,Posted
2025-07-18,"Five Guys","FIVE GUYS NY 1820 ECOM   407-952-2524 NY",Fast Food,-36.68,Posted
2025-07-18,"Pizza Hut","PIZZA HUT 041764         SIDNEY       NY",Fast Food,-31.31,Posted
2025-07-18,"Regal Cinemas","REGAL CINEMAS INC        877-835-5734 TN",Movies & Dvds,-15.99,Posted
2025-07-18,"Dunkin'","DUNKIN #364201 Q35       413-562-2657 MA",Coffee Shops,-8.65,Posted
2025-07-17,"Turners Seafood","TST*TURNERS SEAFOOD - S  Salem        MA",Food & Dining,-115.52,Posted
2025-07-17,"Sea Level Oyster Ba","TST*SEA LEVEL OYSTER BA  Salem        MA",Restaurants,-67.42,Posted
2025-07-17,"Pilot Flying J","PILOT_00494              ROTTERDAM    NY",Gas,-29.40,Posted
2025-07-17,"Speedway","SPEEDWAY 44178           BEVERLY      MA",Gas,-27.75,Posted
2025-07-17,"Regal Cinemas","REGALCINEMASUNLIMITED    877-835-5734 TN",Movies & Dvds,-24.49,Posted
2025-07-17,"Regal Cinemas","REGALCINEMASUNLIMITED    877-835-5734 TN",Movies & Dvds,-24.49,Posted
2025-07-17,"Burger King","BURGER KING #669         https://prod.MA",Fast Food,-2.87,Posted
2025-07-16,"Sea Level Oyster Ba","TST*SEA LEVEL OYSTER BA  Salem        MA",Restaurants,-67.41,Posted
2025-07-16,"Burger King","BURGER KING #669         https://prod.MA",Fast Food,-15.55,Posted
2025-07-16,"Walmart+","WMT PLUS JUL 2025        WALMART.COM  AR",Shopping,-13.99,Posted
2025-07-16,"Defense Finance and Accounting Service","DFAS-CLEVELAND   ALLOTMENT  ***********2248",Paycheck,500.00,Posted
2025-07-15,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********0080",Credit Card Payment,-300.00,Posted
2025-07-15,"AT&T","ATT              PAYMENT    ***********PAYU",Bills & Utilities,-199.48,Posted
2025-07-15,"Amazon","AMAZON MKTPL*WF5A76623   Amzn.com/billWA",Shopping,-118.63,Posted
2025-07-14,"Interest Paid","INTEREST PAID",Interest Income,0.01,Posted
2025-07-14,"ICPayment","ICPAYMENT",Transfer,-543.88,Posted
2025-07-14,"Gulf Oil","GULF MART 854            CHARLTON     MA",Gas,-49.00,Posted
2025-07-14,"Peacock TV","PAYPAL *PEACOCKTVLL X86  402-935-7733 NY",Television,-13.99,Posted
2025-07-14,"Social Security","SSA  TREAS 310   XXSOC SEC  *********** SSA",Income,3025.00,Posted
2025-07-10,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********6464",Credit Card Payment,-150.00,Posted
2025-07-09,"Amazon","AMAZON MKTPL*NL4LN35U0   Amzn.com/billWA",Shopping,-63.00,Posted
2025-07-08,"Sacred Expansion Sacredexpansifl","SACRED EXPANSION         SACREDEXPANSIFL",Business Services,-33.33,Posted
2025-07-08,"Burger King","BURGER KING #1416        https://prod.NY",Fast Food,-17.65,Posted
2025-07-08,"Regal Cinemas","REGAL CINEMAS INC        877-835-5734 TN",Movies & Dvds,-1.50,Posted
2025-07-07,"Sam's Club","SAMSCLUB #6366           VESTAL       NY",Shopping,-303.69,Posted
2025-07-07,"Bambulabusa","PAYPAL *BAMBULABUSA      512-915-9986 TX",Business Services,-153.26,Posted
2025-07-07,"Patreon","Patreon Patreon* Membershwww.patreon.cCA",Entertainment,-22.00,Posted
2025-07-03,"Disney+","PAYPAL *DISNEY PLUS      402-935-7733 CA",Television,-19.99,Posted
2025-07-03,"Burger King","BURGER KING #1416        https://prod.NY",Fast Food,-11.34,Posted
2025-07-02,"Amazon","AMAZON MKTPL*N34BW6662   Amzn.com/billWA",Shopping,-98.17,Posted
2025-07-02,"Amazon","AMAZON MKTPL*N34Q94J20   Amzn.com/billWA",Shopping,-63.56,Posted
2025-07-02,"Burger King","BURGER KING #2019        https://prod.NY",Fast Food,-8.65,Posted
2025-07-01,"Walmart","WM SUPERCENTER #2120     NORWICH      NY",Shopping,-55.68,Posted
2025-07-01,"Amazon","AMAZON MKTPL*N38GN0BJ2   Amzn.com/billWA",Shopping,-8.63,Posted
2025-07-01,"Defense Finance and Accounting Service","DFAS-CLEVELAND   ALLOTMENT  ***********2248",Paycheck,500.00,Posted
2025-06-30,"CITGO","CITGO GUILFORD DELI   I  GUILFORD     NY",Gas,-64.79,Posted
2025-06-30,"Lowe's","LOWES #02399*            NORWICH      NY",Home Improvement,-52.03,Posted
2025-06-30,"Cara Elizabeth Inc","WP*Cara Elizabeth INC    Brooklyn     NY",Spa & Massage,-33.00,Posted
2025-06-30,"Pizza Hut","PIZZA HUT 041764         https://ipchaNY",Fast Food,-31.31,Posted
2025-06-30,"discovery+","discovery+               012-3456789  TN",Television,-9.99,Posted
2025-06-30,"Speedway","SPEEDWAY 44951           BAINBRIDGE   NY",Gas,-4.51,Posted
2025-06-30,"Pyn Stylevana Online","PYN*Stylevana            Online",Personal Care,11.01,Posted
2025-06-27,"Amazon Prime Membership","AMAZON PRIME*NQ10A3G71   888-802-3080 WA",Shopping,-19.99,Posted
2025-06-26,"NYSLRS Pension","NYSLRS           PENSION PR ***********6237",Income,644.97,Posted
2025-06-25,"Amazon","AMAZON MKTPL*NQ6JS1O41   Amzn.com/billWA",Shopping,-53.99,Posted
2025-06-25,"Applebee's","APPLEBEES 9748           ONEONTA      NY",Restaurants,-27.52,Posted
2025-06-24,"New York State Electric & Gas","NYSEG            WEB_PAY    ***********2325",Utilities,-649.00,Posted
2025-06-24,"TJ Maxx","T J MAXX #1164           ONEONTA      NY",Shopping,-277.64,Posted
2025-06-24,"Amazon","AMAZON MKTPL*NO0A54SY0   Amzn.com/billWA",Shopping,-81.49,Posted
2025-06-24,"Maurices","MAURICE'S #1788          ONEONTA      NY",Clothing,-81.33,Posted
2025-06-23,"Intuit","INTUIT           FEE DEBIT  ***********",Business Services,-277.56,Posted
2025-06-23,"Sam's Club","SAMSCLUB.COM             888-746-7726 AR",Shopping,-208.54,Posted
2025-06-20,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********6184",Credit Card Payment,-300.00,Posted
2025-06-20,"Tile Inc","PAYPAL *TILE INC         402-935-7733 CA",Electronics & Software,-32.39,Posted
2025-06-20,"Burger King","BURGER KING #2019        https://prod.NY",Fast Food,-8.92,Posted
2025-06-18,"Pyn Stylevana Online","PYN*Stylevana            Online",Personal Care,-166.99,Posted
2025-06-17,"Transfer to Venmo","VENMO            PAYMENT    ***********4712",Transfer,-350.00,Posted
2025-06-17,"Pine Ridge Grocery","PINE RIDGE GROCERY       BAINBRIDGE   NY",Groceries,-100.78,Posted
2025-06-17,"Regal Cinemas","REGALCINEMASUNLIMITED    877-835-5734 TN",Movies & Dvds,-24.49,Posted
2025-06-17,"Regal Cinemas","REGALCINEMASUNLIMITED    877-835-5734 TN",Movies & Dvds,-24.49,Posted
2025-06-17,"Defense Finance and Accounting Service","DFAS-CLEVELAND   ALLOTMENT  ***********2248",Paycheck,500.00,Posted
2025-06-16,"ICPayment","ICPAYMENT",Transfer,-543.88,Posted
2025-06-16,"AT&T","ATT              PAYMENT    ***********PAYQ",Bills & Utilities,-318.58,Posted
2025-06-16,"Tractor Supply","TRACTOR SUPPLY   ONLINE PMT ***********1305",Shopping,-245.00,Posted
2025-06-16,"Paddle","PAYPAL *PADDLE.NET       35314369001",Electronics & Software,-35.30,Posted
2025-06-16,"Paddle","PADDLE.NET* MACPAW.COM   PADDLE.COM   NY",Electronics & Software,-19.95,Posted
2025-06-16,"Oculus","OCULUS *7EH96TQSW2       650-5434800  CA",Entertainment,-16.19,Posted
2025-06-16,"Walmart+","WMT PLUS Jun 2025        800-966-6546 AR",Shopping,-13.99,Posted
2025-06-16,"Regal Cinemas","REGAL CINEMAS INC        877-835-5734 TN",Movies & Dvds,-1.50,Posted
2025-06-16,"Social Security","SSA  TREAS 310   XXSOC SEC  *********** SSA",Income,3025.00,Posted
2025-06-13,"Interest Paid","INTEREST PAID",Interest Income,0.01,Posted
2025-06-13,"Barclaycard","BARCLAYCARD US   CREDITCARD ***********9769",Credit Card Payment,-75.00,Posted
2025-06-12,"Aldi","ALDI 65065               ONEONTA      NY",Groceries,-197.05,Posted
2025-06-12,"Smokers Choice","SMOKERS CHOICE ONEONTA   ONEONTA      NY",Shopping,-86.38,Posted
2025-06-12,"Peacock TV","PAYPAL *PEACOCKTVLL 9D0  402-935-7733 NY",Television,-13.99,Posted
2025-06-11,"Walmart","WM SUPERCENTER #2262     ONEONTA      NY",Shopping,-160.48,Posted
2025-06-11,"Burger King","BURGER KING #17398       https://prod.NY",Fast Food,-24.36,Posted
2025-06-09,"Transfer to Venmo","VENMO            PAYMENT    ***********9151",Transfer,-150.00,Posted
2025-06-09,"Amazon","AMAZON MKTPL*NH89C0KG2   Amzn.com/billWA",Shopping,-124.47,Posted
2025-06-09,"The Cheesecake Factory","CHEESECAKE 154 ONLINE    olo.com      NJ",Restaurants,-105.51,Posted
2025-06-09,"Make Community","MAKE COMMUNITY LLC       847-559-7395 CA",Printing,-39.99,Posted
2025-06-09,"Burger King","BURGER KING #2010        https://prod.PA",Fast Food,-11.34,Posted
2025-06-06,"Nails With Tam","SQ *NAILS WITH TAM       Greene       NY",Personal Care,-108.00,Posted
2025-06-06,"The New & Variety","THE NEW 5&10 VARIETY ST  GREENE       NY",Groceries,-69.38,Posted
2025-06-06,"Mirabito","MIRABITO #7 - NORWICH    NORWICH      NY",Gas,-27.20,Posted
2025-06-06,"Burger King","BURGER KING #2398        https://prod.PA",Fast Food,-19.06,Posted
2025-06-05,"Patreon","Patreon* Membership      Internet     CA",Entertainment,-22.00,Posted
2025-06-05,"Burger King","BURGER KING #11695       https://prod.NY",Fast Food,-3.12,Posted
2025-06-04,"Amazon","Amazon.com*N603D8V81     Amzn.com/billWA",Shopping,-51.70,Posted
2025-06-04,"Defense Finance and Accounting Service","DFAS-CLEVELAND   ALLOTMENT  ***********2248",Paycheck,500.00,Posted
2025-06-03,"TJ Maxx","T J MAXX #1164           ONEONTA      NY",Shopping,-187.37,Posted
2025-06-03,"Amazon","AMAZON MKTPL*N65KJ03W1   Amzn.com/billWA",Shopping,-133.32,Posted
2025-06-03,"Disney+","PAYPAL *DISNEY PLUS      402-935-7733 CA",Television,-19.99,Posted
2025-06-03,"Crunchyroll Fan","CRUNCHYROLL *            415-503-9235 CA",Television,-7.99,Posted
2025-06-02,"Burger King","BURGER KING #2019        https://prod.NY",Fast Food,-22.90,Posted
2025-06-02,"Regal Cinemas","REGAL CINEMAS INC        877-835-5734 TN",Movies & Dvds,-1.00,Posted
2025-05-30,"Cara Elizabeth Inc","WP*Cara Elizabeth INC    Brooklyn     NY",Spa & Massage,-33.00,Posted
2025-05-30,"discovery+","discovery+ help.discoverydiscoveryplusTN",Television,-9.99,Posted
2025-05-28,"Burger King","BURGER KING #2019        https://prod.NY",Fast Food,-8.73,Posted
2025-05-28,"NYSLRS Pension","NYSLRS           PENSION PR ***********5827",Income,644.97,Posted
2025-05-21,"E Link","NY STATE E               18 LINK DR   NY",Utilities,-2072.58,Posted
2025-05-21,"Red Lobster","RED LOBSTER 0180         VESTAL       NY",Restaurants,-100.40,Posted
2025-05-21,"Walmart","PAYPAL *WALMART COM      800-925-6278 CA",Shopping,85.76,Posted
2025-05-21,"Defense Finance and Accounting Service","DFAS-CLEVELAND   ALLOTMENT  ***********2248",Paycheck,500.00,Posted
2025-05-20,"Walmart","PAYPAL *WALMART COM      800-925-6278 CA",Shopping,-517.76,Posted
2025-05-20,"Sam's Club","SAMS CLUB #6366          VESTAL       NY",Shopping,-400.58,Posted
2025-05-20,"Microsoft","Microsoft*Microsoft 365  425-6816830  WA",Electronics & Software,-140.39,Posted
2025-05-20,"Incsmartbiz","PAYPAL *INCSMARTBIZ      8886819777   NV",Business Services,-117.00,Posted
2025-05-19,"Marshalls","MARSHALLS #1488          NORWICH      NY",Shopping,-176.34,Posted
2025-05-19,"Lees Nails","LEES NAILS               BINGHAMTON   NY",Personal Care,-95.00,Posted
2025-05-19,"Walmart","WAL-MART #2120           NORWICH      NY",Shopping,-62.62,Posted
2025-05-19,"Walmart","WM SUPERCENTER #2120     NORWICH      NY",Shopping,-62.51,Posted
2025-05-19,"New York State DMV","NEW YORK STATE DMV       NORWICH      NY",Auto & Transport,-26.00,Posted
2025-05-19,"Regal Cinemas","REGALCINEMASUNLIMITED    877-835-5734 TN",Movies & Dvds,-24.49,Posted
2025-05-19,"Regal Cinemas","REGALCINEMASUNLIMITED    877-835-5734 TN",Movies & Dvds,-24.49,Posted
2025-05-19,"Burger King","BURGER KING #2019        https://prod.NY",Fast Food,-20.40,Posted
2025-05-19,"Amazon","AMAZON MKTPL*NW47C32J1   Amzn.com/billWA",Shopping,-5.07,Posted
2025-05-19,"Social Security","SSA  TREAS 310   XXSOC SEC  *********** SSA",Income,3025.00,Posted
2025-05-16,"Walmart+","WMT PLUS MAY 2025        WALMART.COM  AR",Shopping,-13.99,Posted
2025-05-14,"Interest Paid","INTEREST PAID",Interest Income,0.05,Posted
2025-05-14,"AT&T","ATT              Payment    ***********PAYL",Bills & Utilities,-365.25,Posted
2025-05-13,"ICPayment","ICPAYMENT",Transfer,-543.88,Posted
2025-05-13,"TJX Rewards Credit Card","TJX Rew MstrCRD  SYF PAYMNT ***********1748",Credit Card Payment,-500.00,Posted
2025-05-13,"Amazon","AMAZON MKTPL*NI0CC4U00   Amzn.com/billWA",Shopping,-21.59,Posted
2025-05-12,"Tractor Supply","TRACTOR SUPPLY   ONLINE PMT ***********8461",Shopping,-1000.00,Posted
2025-05-12,"L.L.Bean MasterCard Payment","LLBEANMASTERCARD ONLINE PMT ***********3996",Credit Card Payment,-1000.00,Posted
2025-05-12,"Barclaycard","BARCLAYCARD US   CREDITCARD ***********6537",Credit Card Payment,-100.00,Posted
2025-05-12,"Transfer to Venmo","VENMO            PAYMENT    ***********2850",Transfer,-100.00,Posted
2025-05-12,"New York State DMV","NEW YORK STATE DMV       518-4740904  NY",Auto & Transport,-89.00,Posted
2025-05-12,"Pizza Hut","PIZZA HUT 041769         https://ipchaNY",Fast Food,-31.31,Posted
2025-05-12,"Peacock TV","PAYPAL *PEACOCKTVLL B0D  402-935-7733 NY",Television,-13.99,Posted
2025-05-12,"Burger King","BURGER KING #1416        https://prod.NY",Fast Food,-9.17,Posted
2025-05-12,"Regal Cinemas","REGAL CINEMAS INC        877-835-5734 TN",Movies & Dvds,-1.50,Posted
2025-05-12,"Cults","PAYPAL *CULTS3D          35314369001",Shopping,-0.71,Posted
2025-05-09,"USAA Funds Transfer DB","USAA FUNDS TRANSFER DB",Transfer,-624.00,Posted
2025-05-09,"Walmart","WM SUPERCENTER #2120     NORWICH      NY",Shopping,-95.82,Posted
2025-05-07,"Etsy","ETSY  INC. Etsy.com*Sacrewww.etsy.com/NY",Shopping,-170.10,Posted
2025-05-07,"Defense Finance and Accounting Service","DFAS-CLEVELAND   ALLOTMENT  ***********2248",Paycheck,500.00,Posted
2025-05-05,"Burger King","BURGER KING #2019        https://prod.NY",Fast Food,-24.86,Posted
2025-05-05,"Patreon","Patreon Patreon* Membershwww.patreon.cCA",Entertainment,-22.00,Posted
2025-05-05,"Disney+","PAYPAL *DISNEY PLUS      402-935-7733 CA",Television,-19.99,Posted
2025-05-05,"Crunchyroll Fan","CRUNCHYROLL *            415-503-9235 CA",Television,-7.99,Posted
2025-05-05,"Stewart's Shops","STEWART S SHOP 479       MOUNT UPTON  NY",Gas,-3.79,Posted
2025-05-02,"Mirabito South New Berny","MIRABITO #6 SOUTH NEW    SOUTH NEW BERNY",Gas,-36.95,Posted
2025-05-02,"New York State Department of Taxation and Finance","NY STATE         NYSTTAXRFD ***********8-89",State Tax,523.11,Posted
2025-05-01,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********8702",Credit Card Payment,-78.14,Posted
2025-05-01,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********2376",Credit Card Payment,-42.77,Posted
2025-05-01,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********0776",Credit Card Payment,-10.79,Posted
2025-05-01,"Walmart","WM SUPERCENTER #2120     NORWICH      NY",Shopping,-106.09,Posted
2025-04-30,"Cara Elizabeth Inc","WP*Cara Elizabeth INC    Brooklyn     NY",Spa & Massage,-33.00,Posted
2025-04-30,"Burger King","BURGER KING #17397       https://prod.PA",Fast Food,-23.19,Posted
2025-04-30,"Shell","SHELL OIL 57541687307    LATTA        SC",Gas,-14.51,Posted
2025-04-30,"discovery+","discovery+               012-3456789  TN",Television,-9.99,Posted
2025-04-29,"Black Market Minerals","BLACK MARKET MINERALS    KISSIMMEE    FL",Shopping,-67.78,Posted
2025-04-29,"Super Gift Discount Inc","SUPER GIFT DISCOUNT INC  KISSIMMEE    FL",Shopping,-33.30,Posted
2025-04-29,"The Toy Company","SQ *THE TOY COMPANY      ORLANDO      FL",Shopping,-26.61,Posted
2025-04-29,"Fun Spot","FUN SPOT - KISSIMMEE     KISSIMMEE    FL",Entertainment,-9.66,Posted
2025-04-28,"Surf Style","SURF STYLE #129          DAYTONA BEACHFL",Clothing,-171.40,Posted
2025-04-28,"Daytona Beach Beachfl","1503 JCS DAYTONA BEACH   DAYTONA BEACHFL",Restaurants,-166.44,Posted
2025-04-28,"Super Gift Discount Inc","SUPER GIFT DISCOUNT INC  KISSIMMEE    FL",Shopping,-127.86,Posted
2025-04-28,"Shell","SHELL OIL 12616442005    KISSIMMEE    FL",Gas,-60.25,Posted
2025-04-28,"Crocs","Crocs                    Orlando      FL",Shopping,-3.87,Posted
2025-04-28,"NYSLRS Pension","NYSLRS           PENSION PR ***********6295",Income,644.97,Posted
2025-04-25,"Walmart","WAL-MART #0817           KISSIMMEE    FL",Shopping,-22.73,Posted
2025-04-25,"Walmart","WAL-MART #0817     SE2   KISSIMMEE    FL",Shopping,10.71,Posted
2025-04-24,"Walt Disney World","WDW LAUNCH DEPOT         LAKE BUENA VIFL",Amusement,-111.80,Posted
2025-04-24,"Walt Disney World","WDW DOK-ONDAR'S          LAKE BUENA VIFL",Amusement,-79.84,Posted
2025-04-24,"Walgreens","WALGREENS #10372         KISSIMMEE    FL",Pharmacy,-47.28,Posted
2025-04-24,"Papa John's","PAPA JOHN'S #919         407-397-7272 FL",Fast Food,-47.28,Posted
2025-04-24,"Walt Disney World","WDW DROID DEPOT          LAKE BUENA VIFL",Amusement,-38.32,Posted
2025-04-24,"Walt Disney World","WDW SAVIS WORKSHOP       LAKE BUENA VIFL",Amusement,-31.95,Posted
2025-04-24,"Walt Disney World","WDW FIRSTORDERCARGO      LAKE BUENA VIFL",Amusement,-31.94,Posted
2025-04-24,"Walt Disney World","WDW DROID DEPOT          LAKE BUENA VIFL",Amusement,-19.16,Posted
2025-04-23,"AAA Online","AAA ONLINE               855-938-7222 FL",Entertainment,-1097.64,Posted
2025-04-23,"Walt Disney World","WDW EXP RESERVATION      407-828-5630 FL",Amusement,-532.48,Posted
2025-04-23,"Walmart","WAL-MART #0817           KISSIMMEE    FL",Shopping,-421.71,Posted
2025-04-23,"Walt Disney World","WDW EXP RESERVATION      407-828-5630 FL",Amusement,-255.58,Posted
2025-04-23,"Defense Finance and Accounting Service","DFAS-CLEVELAND   ALLOTMENT  ***********2248",Paycheck,500.00,Posted
2025-04-22,"Burger King","BURGER KING #24560       https://prod.GA",Fast Food,-41.69,Posted
2025-04-21,"Crate & Barrel","CRATE&BARREL CB2 NOD     800-967-6696 IL",Furnishings,-118.04,Posted
2025-04-21,"Sunoco","SUNOCO 0363079502        SOUTH ABINGT PA",Gas,-50.75,Posted
2025-04-18,"Tommy's Nail Salon","TOMMY'S NAIL SALON       BINGHAMTON   NY",Personal Care,-100.00,Posted
2025-04-17,"Stewart's Shops","STEWART'S SHOP # 476     OXFORD       NY",Gas,-41.77,Posted
2025-04-17,"Regal Cinemas","REGALCINEMASUNLIMITED    877-835-5734 TN",Movies & Dvds,-24.49,Posted
2025-04-17,"Regal Cinemas","REGALCINEMASUNLIMITED    877-835-5734 TN",Movies & Dvds,-24.49,Posted
2025-04-16,"Aldi","ALDI 65064               NORWICH      NY",Groceries,-182.60,Posted
2025-04-16,"Pine Ridge Grocery","PINE RIDGE GROCERY       BAINBRIDGE   NY",Groceries,-58.51,Posted
